,Categories,year,Title,link
729,"Electrical engineering/Electrical machinery, apparatus, energy",2023,"SINGLE-TRANSISTOR IGBT DRIVING ASSEMBLY, DRIVING MODULE, ELEVATOR CONTROL DEVICE, AND ELEVATOR DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119891A1
730,Mechanical engineering/Handling,2023,"SINGLE-TRANSISTOR IGBT DRIVING ASSEMBLY, DRIVING MODULE, ELEVATOR CONTROL DEVICE, AND ELEVATOR DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119891A1
731,Electrical engineering/Audio-visual technology,2023,SOURCE DRIVER AND DISPLAY APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119991A1
732,Other fields/Civil engineering,2023,"HYDRAULIC SUPPORT, GROUPED SUPPORT, AND METHOD FOR CONTROLLING HYDRAULIC SUPPORT",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119998A1
733,Other fields/Civil engineering,2023,"GROUP HYDRAULIC SUPPORT, FULLY-MECHANIZED COAL MINING FACE SYSTEM, AND CONTROL METHOD FOR GROUP HYDRAULIC SUPPORT",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119999A1
734,Instruments/Control,2023,"AUTO PARKING METHOD AND APPARATUS, AND INTELLIGENT DRIVING DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120025A1
735,Mechanical engineering/Transport,2023,"AUTO PARKING METHOD AND APPARATUS, AND INTELLIGENT DRIVING DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120025A1
736,"Chemistry/Macromolecular chemistry, polymers",2023,"MODIFIED CYSTAMINE CURING AGENT AND PREPARATION METHOD THEREFOR, AND SELF-REPAIRING POLYURETHANE AND PREPARATION METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120042A1
737,Chemistry/Organic fine chemistry,2023,"MODIFIED CYSTAMINE CURING AGENT AND PREPARATION METHOD THEREFOR, AND SELF-REPAIRING POLYURETHANE AND PREPARATION METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120042A1
738,Electrical engineering/Audio-visual technology,2023,"SOUND-PRODUCING ASSEMBLY, AND DIGITAL LOUDSPEAKER SYSTEM AND CONTROL METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120059A1
739,"Chemistry/Materials, metallurgy",2023,MINE TAILING-DERIVED SELF-FORMING MATERIAL AND USE THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120065A1
740,Instruments/Measurement,2023,ELECTRIC TOOTHBRUSH,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120077A1
741,Instruments/Medical technology,2023,ELECTRIC TOOTHBRUSH,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120077A1
742,Instruments/Medical technology,2023,DRIVING MECHANISM AND BLOOD PUMP,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120098A1
743,Electrical engineering/Audio-visual technology,2023,DISPLAY MODULE AND DISPLAY APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120123A1
744,Instruments/Medical technology,2023,ROTATION STROKE COMPENSATION MECHANISM AND DRUG ADMINISTRATION DISPENSER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120126A1
745,Mechanical engineering/Handling,2023,ROTATION STROKE COMPENSATION MECHANISM AND DRUG ADMINISTRATION DISPENSER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120126A1
746,Mechanical engineering/Other special machines,2023,HEIGHT ADJUSTING MECHANISM AND AUTONOMOUS OPERATING DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120136A1
747,Chemistry/Basic materials chemistry ,2023,"DIBENZOTHIOPHENE LIQUID CRYSTAL COMPOUND, AND PREPARATION METHOD THEREFOR AND USE THEREOF",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120149A1
748,Chemistry/Organic fine chemistry,2023,"DIBENZOTHIOPHENE LIQUID CRYSTAL COMPOUND, AND PREPARATION METHOD THEREFOR AND USE THEREOF",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120149A1
749,Instruments/Optics,2023,"DIBENZOTHIOPHENE LIQUID CRYSTAL COMPOUND, AND PREPARATION METHOD THEREFOR AND USE THEREOF",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120149A1
750,"Other fields/Furniture, games",2023,INTELLIGENT DRAWING TABLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120150A1
751,Electrical engineering/Semiconductors,2023,DRIVING BACKPLANE AND DISPLAY PANEL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120189A1
752,Electrical engineering/Audio-visual technology,2023,DISPLAY APPARATUS AND DATA PROCESSING METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120195A1
753,Instruments/Medical technology,2023,"DEVICE CONTROL METHOD, APPARATUS, ELECTRONIC DEVICE, AND STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120200A1
754,"Electrical engineering/Electrical machinery, apparatus, energy",2023,METHOD FOR CONTROLLING HUMIDITY IN CAVITY WHERE MOTOR CONTROLLER OF VEHICLE IS LOCATED,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120211A1
755,Electrical engineering/Computer technology,2023,TOUCH DISPLAY PANEL AND TOUCH DISPLAY APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120213A1
756,Instruments/Medical technology,2023,MULTI-AIR-CAVITY SOFT ROBOT DRIVING DEVICE AND APPLICATION THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120217A1
757,Mechanical engineering/Handling,2023,MULTI-AIR-CAVITY SOFT ROBOT DRIVING DEVICE AND APPLICATION THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120217A1
758,Mechanical engineering/Other special machines,2023,VEHICLE-TYPE TRAVELING APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120304A1
759,Mechanical engineering/Transport,2023,VEHICLE-TYPE TRAVELING APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120304A1
760,Instruments/Medical technology,2023,"OPTICAL LENS SET SUITABLE FOR COLOR OPHTHALMOSCOPIC IMAGE SYSTEM, DIOPTER COMPENSATION METHOD, AND DRIVING METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120321A1
761,Instruments/Optics,2023,"OPTICAL LENS SET SUITABLE FOR COLOR OPHTHALMOSCOPIC IMAGE SYSTEM, DIOPTER COMPENSATION METHOD, AND DRIVING METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120321A1
762,Electrical engineering/Audio-visual technology,2023,"NOISE REDUCTION APPARATUS, HIGH-VOLTAGE WIRING HARNESS ASSEMBLY AND VEHICLE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120368A1
763,Instruments/Measurement,2023,"POSITION DETECTION DEVICE FOR A ROTATING MECHANISM OF A LIDAR AND SELF-DIAGNOSTIC METHOD THEREFOR, AND LIDAR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120372A1
764,"Electrical engineering/Electrical machinery, apparatus, energy",2023,POWER SOURCE APPARATUS AND CONTROL METHOD THEREFOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120381A1
765,"Electrical engineering/Electrical machinery, apparatus, energy",2023,LED LIGHTING APPARATUS AND DRIVING POWER SUPPLY THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120383A1
766,Mechanical engineering/Transport,2023,VEHICLE REAR SPOILER SYSTEM AND VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120388A1
767,Electrical engineering/Computer technology,2023,AUTOMATIC LABELING METHOD AND APPARATUS FOR SPINE ULTRASOUND IMAGE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120390A1
768,Mechanical engineering/Transport,2023,"VEHICLE BRAKING CONTROL METHOD AND APPARATUS, ELECTRONIC DEVICE, MEDIUM, AND VEHICLE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120439A1
769,"Electrical engineering/Electrical machinery, apparatus, energy",2023,INFRARED INDUCTION CIRCUIT AND LIGHT FIXTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120443A1
770,Instruments/Control,2023,BANKBOOK SELF-SERVICE DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120451A1
771,Instruments/Measurement,2023,ULTRASONIC FLOW METER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120460A1
772,"Electrical engineering/Electrical machinery, apparatus, energy",2023,"POWERTRAIN, ELECTRIC MOTOR CONTROLLER, CONTROL APPARATUS, AND ELECTRIC VEHICLE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120468A1
773,Mechanical engineering/Transport,2023,"POWERTRAIN, ELECTRIC MOTOR CONTROLLER, CONTROL APPARATUS, AND ELECTRIC VEHICLE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120468A1
774,Other fields/Civil engineering,2023,AUTOMATIC DOOR OPENING SYSTEM FOR REFRIGERATOR PRODUCTION LINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120486A1
775,Chemistry/Pharmaceuticals,2023,SELF-REPLICATING RNA VACCINES AND METHODS OF USE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120490A1
776,"Chemistry/Materials, metallurgy",2023,VEHICLE WINDOW GLASS AND VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120522A1
777,"Chemistry/Surface technology, coating",2023,VEHICLE WINDOW GLASS AND VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120522A1
778,Mechanical engineering/Transport,2023,VEHICLE WINDOW GLASS AND VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120522A1
779,Mechanical engineering/Other special machines,2023,"DEVICE FOR DRIVING MOLD BASE TO OPEN AND CLOSE, MOLD BASE, AND BLOW-MOLDING MACHINE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120524A1
780,Other fields/Civil engineering,2023,BUFFER CLOSING MECHANISM AND DOOR AND WINDOW BUFFER CLOSING MECHANISM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120534A1
781,Other fields/Civil engineering,2023,CLOG-FIGHTING LEG JETTING SYSTEM FOR OFFSHORE SELF-ELEVATING PLATFORM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120539A1
782,Mechanical engineering/Transport,2023,METHOD FOR OBJECT SELECTION FOR AN ASSISTANCE SYSTEM AND ASSISTANCE SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120585A1
783,Mechanical engineering/Transport,2022,METHOD AND SCHEDULING SYSTEM FOR GENERATING A DRIVING SCHEDULE FOR A BATTERY ELECTRIC MINING VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120612A1
784,Mechanical engineering/Transport,2022,METHOD OF CONTROLLING A MINING VEHICLE AND SCHEDULING SYSTEM FOR GENERATING A DRIVING SCHEDULE FOR A MINING VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120613A1
785,Mechanical engineering/Mechanical elements,2023,GEARBOX,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120652A1
786,Instruments/Control,2023,SYSTEM AND METHOD FOR CLASSIFYING INTERSECTIONS BASED ON SENSOR DATA FROM FLEET VEHICLES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120653A1
787,Instruments/Measurement,2023,SYSTEM AND METHOD FOR CLASSIFYING INTERSECTIONS BASED ON SENSOR DATA FROM FLEET VEHICLES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120653A1
788,Instruments/Measurement,2023,SYSTEM AND METHOD FOR RIGHT-OF-WAY DETERMINATION BASED ON SENSOR DATA FROM FLEET VEHICLES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120654A1
789,Chemistry/Pharmaceuticals,2023,MICRONEEDLE SYSTEMS FOR DELIVERING SELF-ADMINISTERED MEDICINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120688A1
790,Instruments/Medical technology,2023,MICRONEEDLE SYSTEMS FOR DELIVERING SELF-ADMINISTERED MEDICINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120688A1
791,"Mechanical engineering/Engines, pumps, turbines",2023,A ROTOR FOR A DUCTED FAN ENGINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120698A1
792,Chemistry/Chemical engineering,2023,"FLUID CIRCULATOR, DEVICE AND METHOD FOR WITHDRAWING A FLUID FROM A PIPE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120748A1
793,Instruments/Measurement,2023,"FLUID CIRCULATOR, DEVICE AND METHOD FOR WITHDRAWING A FLUID FROM A PIPE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120748A1
794,"Mechanical engineering/Engines, pumps, turbines",2023,"FLUID CIRCULATOR, DEVICE AND METHOD FOR WITHDRAWING A FLUID FROM A PIPE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120748A1
795,Mechanical engineering/Mechanical elements,2023,"FLUID CIRCULATOR, DEVICE AND METHOD FOR WITHDRAWING A FLUID FROM A PIPE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120748A1
796,Chemistry/Basic materials chemistry ,2023,METHOD FOR PRODUCING BORON SUBPHOSPHIDE B 12 P 2 IN SHS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120833A1
797,"Chemistry/Materials, metallurgy",2023,METHOD FOR PRODUCING BORON SUBPHOSPHIDE B 12 P 2 IN SHS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120833A1
798,Mechanical engineering/Machine tools,2023,METHOD FOR PRODUCING BORON SUBPHOSPHIDE B 12 P 2 IN SHS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120833A1
799,Mechanical engineering/Other special machines,2023,METHOD FOR PRODUCING BORON SUBPHOSPHIDE B 12 P 2 IN SHS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120833A1
800,"Electrical engineering/Electrical machinery, apparatus, energy",2023,INDUCTION HOB AND METHOD FOR DETERMINING ELECTRICAL CURRENT OF AN INDUCTION HOB,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120834A1
801,"Electrical engineering/Electrical machinery, apparatus, energy",2023,SYSTEM FOR DRIVING A VEHICLE WHEEL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024120863A1
